age,balance,day,campaign,pdays,previous,month_num,was_contacted,default,housing,loan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,deposit
0.4120505707612204,-0.3214314205362064,1.8172084332154719,0.1784814437506599,-0.09479144324109666,-0.3559306219703812,0.3118729428844186,-0.5867912736191153,-0.12202355375059758,-0.9485711539165386,2.593077022170104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4120505707612204,0.35953845654287636,-1.5048198848362133,-0.5400310951355631,-1.503285346714524,3.075684466245069,1.0908137840074883,1.704183489015376,-0.12202355375059758,-0.9485711539165386,-0.38564222792083364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.3563095517524133,-0.451508094983198,-0.5556689368214462,-0.5400310951355631,-1.5513021843329362,0.07302126405655006,-2.024949580484791,1.704183489015376,-0.12202355375059758,-0.9485711539165386,2.593077022170104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.15942769611641563,0.6069194187986537,0.6307697481970128,0.1784814437506599,-0.09479144324109666,-0.3559306219703812,1.8697546251305581,-0.5867912736191153,-0.12202355375059758,1.0542171727140532,-0.38564222792083364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.345818053173194,-0.4252910908310911,0.8680574852007046,-0.1807748256924516,-0.09479144324109666,-0.3559306219703812,1.0908137840074883,-0.5867912736191153,-0.12202355375059758,-0.9485711539165386,-0.38564222792083364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.4300256780547956,-0.3745376597161151,-1.1488882793306756,-0.1807748256924516,-0.09479144324109666,-0.3559306219703812,-0.46706789823865125,-0.5867912736191153,-0.12202355375059758,1.0542171727140532,2.593077022170104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.26161042829159237,0.5655772199434083,-0.4370250683196003,-0.1807748256924516,-0.09479144324109666,-0.3559306219703812,-0.46706789823865125,-0.5867912736191153,-0.12202355375059758,1.0542171727140532,-0.38564222792083364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5804658205244236,-0.4743639447568296,1.4612768277099342,0.1784814437506599,-0.09479144324109666,-0.3559306219703812,0.7013433634459535,-0.5867912736191153,-0.12202355375059758,-0.9485711539165386,-0.38564222792083364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8510638024628036,-0.2935338391948619,-0.1997373313159085,-0.5400310951355631,2.3540672752979304,0.07302126405655006,-0.8565383188001862,1.704183489015376,-0.12202355375059758,1.0542171727140532,-0.38564222792083364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.1036866771076084,-0.3466400783747706,-0.3183811998177544,-0.5400310951355631,1.8098764489559243,0.07302126405655006,-0.46706789823865125,1.704183489015376,-0.12202355375059758,1.0542171727140532,-0.38564222792083364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
